image_path,label_path,source_dataset,source_video,location,split,has_pothole,bbox_count
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000150.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000150.txt,RDD2022,,China_MotorBike,test,1,2
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000151.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000151.txt,RDD2022,,China_MotorBike,test,1,3
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000154.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000154.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000163.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000163.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000171.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000171.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000777.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000777.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000781.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000781.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000783.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000783.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000786.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000786.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000939.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000939.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000940.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000940.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001254.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001254.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001258.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001258.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001300.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001300.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001307.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001307.txt,RDD2022,,China_MotorBike,test,1,2
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001316.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001316.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001437.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001437.txt,RDD2022,,China_MotorBike,test,1,2
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001441.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001441.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001444.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001444.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001449.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001449.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001550.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001550.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001553.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001553.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001562.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001562.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001571.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001571.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001572.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001572.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001578.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001578.txt,RDD2022,,China_MotorBike,test,1,2
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001579.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001579.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001589.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001589.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_001590.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_001590.txt,RDD2022,,China_MotorBike,test,1,2
